license_plate,acAvailable,standingCapacity,depotID,vehicle_label,id,seatingCapacity,vehicleType
GJ05BX1501,Yes,18,4,A01,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1580,Yes,18,4,A02,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1583,Yes,18,4,A03,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1729,Yes,18,4,A04,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1750,Yes,18,4,A05,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1806,Yes,18,4,A06,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1810,Yes,18,4,A07,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1916,Yes,18,4,A09,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1857,Yes,18,4,A08,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1926,Yes,18,4,A10,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2009,Yes,18,4,A11,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2052,Yes,18,4,A14,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2048,Yes,18,4,A12,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2049,Yes,18,4,A13,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2081,Yes,18,4,A15,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2095,Yes,18,4,A16,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2112,Yes,18,4,A17,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2125,Yes,18,4,A18,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2129,Yes,18,4,A19,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2139,Yes,18,4,A21,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2147,Yes,18,4,A22,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2149,Yes,18,4,A23,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2150,Yes,18,4,A24,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2164,Yes,18,4,A25,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2181,Yes,18,4,A26,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2224,Yes,18,4,A28,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2238,Yes,18,4,A29,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2258,Yes,18,4,A30,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2259,Yes,18,4,A31,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2261,Yes,18,4,A33,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2282,Yes,18,4,A34,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2283,Yes,18,4,A35,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2335,Yes,18,4,A37,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2347,Yes,18,4,A38,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2352,Yes,18,4,A39,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2354,Yes,18,4,A40,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2376,Yes,18,4,A41,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2380,Yes,18,4,A42,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2383,Yes,18,4,A43,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2388,Yes,18,4,A44,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2389,Yes,18,4,A45,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2414,Yes,18,4,A46,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2443,Yes,18,4,A47,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2465,Yes,18,4,A48,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2498,Yes,18,4,A50,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX2473,Yes,18,4,A49,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05X9504,Yes,18,4,A51,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX9605,Yes,18,4,A52,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX9643,Yes,18,4,A53,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,BRT Bus Mini Bus
GJ05BX1544,No,18,1003,C001,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX1679,No,18,1003,C002,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX1825,No,18,1003,C003,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2010,No,18,1003,C004,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2013,No,18,1003,C005,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2018,No,18,1003,C006,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2020,No,18,1003,C007,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2022,No,18,1003,C008,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2033,No,18,1003,C009,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2038,No,18,1003,C010,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2045,No,18,1003,C011,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2050,No,18,1003,C012,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2051,No,18,1003,C013,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2055,No,18,1003,C014,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2061,No,18,1003,C015,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2062,No,18,1003,C016,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2064,No,18,1003,C017,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2065,No,18,1003,C018,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2080,No,18,1003,C020,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2082,No,18,1003,C021,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2084,No,18,1003,C022,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2088,No,18,1003,C023,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2091,No,18,1003,C025,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2102,No,18,1003,C026,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2130,No,18,1003,C027,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2142,No,18,1003,C028,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2151,No,18,1003,C029,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2152,No,18,1003,C030,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2161,No,18,1003,C031,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2162,No,18,1003,C032,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2165,No,18,1003,C033,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2183,No,18,1003,C034,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2190,No,18,1003,C035,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2200,No,18,1003,C036,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2207,No,18,1003,C037,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2212,No,18,1003,C038,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2254,No,18,1003,C042,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2229,No,18,1003,C040,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2236,No,18,1003,C041,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2264,No,18,1003,C043,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2266,No,18,1003,C044,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2271,No,18,1003,C045,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2272,No,18,1003,C046,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2278,No,18,1003,C047,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2294,No,18,1003,C048,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2298,No,18,1003,C049,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2308,No,18,1003,C051,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2305,No,18,1003,C050,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2338,No,18,1003,C052,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2351,No,18,1003,C054,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2339,No,18,1003,C053,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2366,No,18,1003,C055,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2368,No,18,1003,C056,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2377,No,18,1003,C057,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2382,No,18,1003,C058,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2386,No,18,1003,C059,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2398,No,18,1003,C060,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2404,No,18,1003,C061,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2409,No,18,1003,C062,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2411,No,18,1003,C063,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2413,No,18,1003,C064,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2420,No,18,1003,C065,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2433,No,18,1003,C066,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2450,No,18,1003,C067,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2453,No,18,1003,C068,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2496,No,18,1003,C070,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2506,No,18,1003,C071,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2625,No,18,1003,C072,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2654,No,18,1003,C074,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2776,No,18,1003,C075,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2796,No,18,1003,C076,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2798,No,18,1003,C077,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2859,No,18,1003,C078,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2878,No,18,1003,C079,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2882,No,18,1003,C080,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2889,No,18,1003,C081,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2894,No,18,1003,C082,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2908,No,18,1003,C083,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2909,No,18,1003,C084,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3024,No,18,1003,C085,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3027,No,18,1003,C086,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3030,No,18,1003,C087,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3150,No,18,1003,C088,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3159,No,18,1003,C090,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3172,No,18,1003,C091,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3193,No,18,1003,C092,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3214,No,18,1003,C093,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3307,No,18,1003,C094,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3391,No,18,1003,C095,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3408,No,18,1003,C096,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3424,No,18,1003,C097,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3443,No,18,1003,C098,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX3467,No,18,1003,C099,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05bz0313,No,18,1003,C100,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2135,No,18,1003,C101,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2508,No,18,2,C103,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2533,No,18,1003,C104,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2540,No,18,1003,C105,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2550,No,18,1003,C106,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2584,No,18,1003,C107,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2591,No,18,1003,C108,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2609,No,18,1003,C110,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2620,No,18,2,C111,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2630,No,18,1003,C112,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2636,No,18,2,C113,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2640,No,18,1003,C114,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2642,No,18,1003,C115,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2651,No,18,2,C116,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2669,No,18,1003,C117,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2695,No,18,2,C118,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2710,No,18,1003,C119,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2719,No,18,2,C120,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2722,No,18,2,C121,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2755,No,18,2,C122,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2771,No,18,2,C123,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2783,No,18,2,C124,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2787,No,18,2,C125,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2790,No,18,2,C126,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2799,No,18,2,C127,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2824,No,18,2,C130,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2827,No,18,2,C131,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2829,No,18,2,C132,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2858,No,18,2,C133,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2866,No,18,2,C134,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
GJ05BX2872,No,18,2,C136,fdde3e50-29d1-4046-a5a6-3ec2f68a55b6,30,City Bus
